Experiment,User_ID,Turn,Traj_Type,V_state,Action_Q,Advantage,H_state,H_action,Delta_H_state,Delta_H_action,Dissonance,Sys_Strategy,Sys_Category,Prev_User_Strategy,Prev_User_Category
Qwen3-8B,persona_48,5,branch,0.6,1.0,0.4,0.4023675261583482,0.30543741574914635,-0.05028987845677402,0.3053419171049757,0.09693011040920185,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_48,5,branch,0.6,1.0,0.4,0.4314840816141518,0.12362314110227057,-0.021173323000970412,0.12352764245809994,0.30786094051188123,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_48,6,root,0.2,1.0,0.8,0.4675027191879583,0.0064169865866463395,-0.05322056594491159,-0.43096669469118776,0.46108573260131197,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_48,6,branch,0.2,0.0,-0.2,0.39213107829916827,0.0,-0.12859220683370165,-0.4373836812778341,0.39213107829916827,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_48,6,branch,0.2,0.0,-0.2,0.39836366857630384,0.2705278400287261,-0.12235961655656608,-0.16685584124910802,0.12783582854757775,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_48,6,branch,0.2,0.0,-0.2,0.33987479603187665,0.5747085326945718,-0.18084848910099327,0.13732485141673767,-0.23483373666269514,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_48,6,branch,0.2,0.0,-0.2,0.41890156278442764,0.41991361666395344,-0.10182172234844228,-0.017470064613880676,-0.0010120538795257983,Task Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_48,7,root,0.6,1.0,0.4,0.514836249992428,0.496107808552142,0.047333530804469726,0.4896908219654956,0.01872844144028607,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_48,7,branch,0.6,0.0,-0.6,0.45875393324577485,0.0,-0.008748785942183479,-0.0064169865866463395,0.45875393324577485,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_48,7,branch,0.6,1.0,0.4,0.4240496195782051,0.0,-0.04345309960975324,-0.0064169865866463395,0.4240496195782051,Credibility Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_48,7,branch,0.6,0.0,-0.6,0.4992267805294338,0.0,0.031724061341475485,-0.0064169865866463395,0.4992267805294338,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_48,7,branch,0.6,1.0,0.4,0.5050792580288092,0.08951172806450138,0.037576538840850826,0.08309474147785503,0.4155675299643078,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_112,2,root,0.2,0.0,-0.2,0.5858603440490996,0.21547073536359884,0.0,0.0,0.37038960868550075,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_112,2,branch,0.2,0.0,-0.2,0.4854705761626677,0.0,0.0,0.0,0.4854705761626677,Personal Story,Core Persuasion,Others,Evasion
Qwen3-8B,persona_112,2,branch,0.2,0.0,-0.2,0.4147936985078159,0.39880984705497446,0.0,0.0,0.015983851452841424,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_112,2,branch,0.2,1.0,0.8,0.47256672567859737,0.3426976468578175,0.0,0.0,0.12986907882077986,Self Modeling,Action Facilitation,Others,Evasion
Qwen3-8B,persona_112,2,branch,0.2,0.0,-0.2,0.5220892744749893,0.47667837279749375,0.0,0.0,0.04541090167749556,Greeting,Exploration,Others,Evasion
Qwen3-8B,persona_112,3,root,0.2,0.0,-0.2,0.441714441212533,0.44363529885311925,-0.1441459028365666,0.2281645634895204,-0.0019208576405862487,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_112,3,branch,0.2,0.0,-0.2,0.4176269073180605,0.0,-0.16823343673103908,-0.21547073536359884,0.4176269073180605,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_112,3,branch,0.2,1.0,0.8,0.41584738231155927,0.10491428937070436,-0.17001296173754032,-0.11055644599289448,0.3109330929408549,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_112,3,branch,0.2,0.0,-0.2,0.4111897192754853,0.0,-0.17467062477361428,-0.21547073536359884,0.4111897192754853,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_112,3,branch,0.2,0.0,-0.2,0.4509297042474135,0.3215988358785755,-0.13493063980168607,0.10612810051497668,0.129330868368838,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_112,4,root,0.0,0.0,0.0,0.4674452136012518,0.0018855123209941332,0.025730772388718792,-0.4417497865321251,0.46555970128025764,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_112,4,branch,0.0,0.0,0.0,0.37210859488597114,0.2481341488696669,-0.06960584632656186,-0.19550114998345236,0.12397444601630425,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_112,4,branch,0.0,0.0,0.0,0.342026959864621,0.27217811505027417,-0.099687481347912,-0.17145718380284508,0.06984884481434683,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_112,4,branch,0.0,0.0,0.0,0.3734550519602462,0.28298142216304994,-0.0682593892522868,-0.1606538766900693,0.09047362979719625,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_112,4,branch,0.0,0.0,0.0,0.33816526372919237,0.27867230808077625,-0.10354917748334064,-0.164962990772343,0.05949295564841611,Task Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_112,5,root,0.0,0.0,0.0,0.5417725811465834,0.06240993465570331,0.07432736754533165,0.06052442233470918,0.4793626464908801,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_112,5,branch,0.0,0.0,0.0,0.47888706347743826,0.09543247705995983,0.01144184987618646,0.09354696473896569,0.3834545864174784,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_112,5,branch,0.0,0.0,0.0,0.5097332134623122,0.0,0.042287999861060355,-0.0018855123209941332,0.5097332134623122,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_112,5,branch,0.0,0.0,0.0,0.3666783827829071,0.15835052838837332,-0.1007668308183447,0.1564650160673792,0.20832785439453377,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_112,5,branch,0.0,0.0,0.0,0.480555638707619,0.361097536314599,0.01311042510636723,0.35921202399360486,0.11945810239302002,Emotion Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_112,6,root,0.2,0.0,-0.2,0.5326485064103909,0.10111610752972755,-0.009124074736192589,0.03870617287402424,0.4315323988806633,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_112,6,branch,0.2,0.0,-0.2,0.4067913551300199,0.15147067041455275,-0.13498122601656354,0.08906073575884944,0.25532068471546715,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_112,6,branch,0.2,0.0,-0.2,0.5019583524726975,0.0,-0.039814228673885954,-0.06240993465570331,0.5019583524726975,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_112,6,branch,0.2,0.0,-0.2,0.4535207049215763,0.24685423426858014,-0.08825187622500713,0.18444429961287684,0.20666647065299618,Personal Story,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_112,6,branch,0.2,1.0,0.8,0.4645806393041326,0.5539954966546103,-0.07719194184245082,0.491585561998907,-0.08941485735047772,Emotion Appeal,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_112,7,root,0.2,0.0,-0.2,0.5540562914245122,0.24281221563608846,0.021407785014121328,0.1416961081063609,0.3112440757884237,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_112,7,branch,0.2,0.0,-0.2,0.48510209060870557,0.0,-0.04754641580168528,-0.10111610752972755,0.48510209060870557,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_112,7,branch,0.2,1.0,0.8,0.4763126657946794,0.0,-0.05633584061571145,-0.10111610752972755,0.4763126657946794,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_112,7,branch,0.2,0.0,-0.2,0.5136321146486845,0.470129057385003,-0.01901639176170633,0.36901294985527544,0.04350305726368153,Emotion Appeal,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_112,7,branch,0.2,0.0,-0.2,0.4928769538379859,0.18562358703949514,-0.039771552572404945,0.08450747950976759,0.3072533667984908,Source Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_112,8,root,0.2,0.0,-0.2,0.5258912841770519,0.3089043287222866,-0.028165007247460294,0.06609211308619817,0.21698695545476526,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_112,8,branch,0.2,1.0,0.8,0.540035853604289,0.2911015669450099,-0.01402043782022322,0.048289351308921424,0.24893428665927908,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_112,8,branch,0.2,0.0,-0.2,0.47204974413258466,0.07573529916899088,-0.08200654729192752,-0.16707691646709757,0.3963144449635938,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_112,8,branch,0.2,0.0,-0.2,0.46476070417487814,0.2155346264411249,-0.08929558724963405,-0.027277589194963564,0.24922607773375324,Source Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_112,8,branch,0.2,0.0,-0.2,0.5153209688679772,0.0,-0.038735322556535,-0.24281221563608846,0.5153209688679772,Task Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_112,9,root,0.0,0.0,0.0,0.5843571776082054,0.11822388847723668,0.05846589343115349,-0.19068044024504993,0.4661332891309687,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_112,9,branch,0.0,0.0,0.0,0.5018696744231331,0.31374349225675097,-0.02402160975391876,0.004839163534464341,0.18812618216638216,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_112,9,branch,0.0,0.0,0.0,0.6445522979928727,0.0,0.11866101381582084,-0.3089043287222866,0.6445522979928727,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_112,9,branch,0.0,0.0,0.0,0.5317274282020971,0.16763527311575233,0.005836144025045176,-0.1412690556065343,0.36409215508634474,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_112,9,branch,0.0,0.0,0.0,0.5278388526444618,0.0,0.0019475684674099547,-0.3089043287222866,0.5278388526444618,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_112,10,root,0.0,0.0,0.0,0.4147084100099456,0.0005185965761791341,-0.16964876759825975,-0.11770529190105755,0.4141898134337665,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_112,10,branch,0.0,0.0,0.0,0.4830515842063306,0.0,-0.10130559340187478,-0.11822388847723668,0.4830515842063306,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_112,10,branch,0.0,0.0,0.0,0.5225844223249182,0.2035067880649224,-0.061772755283287184,0.08528289958768571,0.3190776342599958,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_112,10,branch,0.0,0.0,0.0,0.5416412023031402,0.13066100522649812,-0.04271597530506521,0.012437116749261443,0.410980197076642,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_112,10,branch,0.0,0.0,0.0,0.47194755648368647,0.0,-0.11240962112451891,-0.11822388847723668,0.47194755648368647,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,2,root,0.4,0.0,-0.4,0.40105165016697464,0.4856697526487889,0.0,0.0,-0.08461810248181428,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_14,2,branch,0.4,0.0,-0.4,0.3896041622774897,0.0,0.0,0.0,0.3896041622774897,Greeting,Exploration,Others,Evasion
Qwen3-8B,persona_14,2,branch,0.4,0.0,-0.4,0.42333665023954,0.3751348691804872,0.0,0.0,0.04820178105905276,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_14,2,branch,0.4,1.0,0.6,0.4456615519001925,0.33761617784574877,0.0,0.0,0.10804537405444375,Personal Story,Core Persuasion,Others,Evasion
Qwen3-8B,persona_14,2,branch,0.4,1.0,0.6,0.4310163783648443,0.3767703714336159,0.0,0.0,0.054246006931228385,Credibility Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_14,3,root,0.4,0.0,-0.4,0.4263733439226252,0.47704559093196286,0.025321693755650576,-0.008624161716826062,-0.050672247009337645,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_14,3,branch,0.4,0.0,-0.4,0.33375742596021873,0.0,-0.0672942242067559,-0.4856697526487889,0.33375742596021873,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_14,3,branch,0.4,1.0,0.6,0.3571128975396209,0.0,-0.04393875262735375,-0.4856697526487889,0.3571128975396209,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_14,3,branch,0.4,0.0,-0.4,0.4429523263406893,0.4015006831020402,0.04190067617371468,-0.08416906954674874,0.04145164323864914,Emotion Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_14,3,branch,0.4,1.0,0.6,0.36321046413192026,0.22846509790521166,-0.037841186035054375,-0.25720465474357723,0.1347453662267086,Task Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_14,4,root,0.4,0.0,-0.4,0.3439499537052046,0.04698211142428685,-0.08242339021742062,-0.430063479507676,0.29696784228091777,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_14,4,branch,0.4,1.0,0.6,0.3032637421253004,0.4170749972972665,-0.12310960179732483,-0.05997059363469637,-0.11381125517196611,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_14,4,branch,0.4,0.0,-0.4,0.3376269202614198,0.0,-0.08874642366120539,-0.47704559093196286,0.3376269202614198,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_14,4,branch,0.4,1.0,0.6,0.2884690292278644,0.34077880416517625,-0.13790431469476083,-0.1362667867667866,-0.05230977493731187,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_14,4,branch,0.4,0.0,-0.4,0.41073137679310107,0.0,-0.015641967129524148,-0.47704559093196286,0.41073137679310107,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_14,5,root,0.0,0.0,0.0,0.47824463521287947,0.018968402496026552,0.13429468150767487,-0.028013708928260297,0.4592762327168529,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_14,5,branch,0.0,0.0,0.0,0.4763297292862384,0.3899146508985823,0.1323797755810338,0.3429325394742955,0.08641507838765611,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_14,5,branch,0.0,0.0,0.0,0.39684849203919376,0.19552044893991166,0.052898538333989165,0.1485383375156248,0.2013280430992821,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_14,5,branch,0.0,0.0,0.0,0.4367865995233454,0.47543226407027384,0.09283664581814083,0.42845015264598696,-0.038645664546928415,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_14,5,branch,0.0,0.0,0.0,0.4215167051243326,0.0,0.077566751419128,-0.04698211142428685,0.4215167051243326,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_14,6,root,0.4,0.0,-0.4,0.5051365343493538,4.5414809140561095e-05,0.02689189913647433,-0.01892298768688599,0.5050911195402132,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_14,6,branch,0.4,1.0,0.6,0.5008427189245261,0.3426976468578175,0.022598083711646677,0.32372924436179096,0.15814507206670864,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_14,6,branch,0.4,0.0,-0.4,0.4661091762400567,0.18269016309093145,-0.012135458972822755,0.1637217605949049,0.28341901314912527,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,6,branch,0.4,1.0,0.6,0.4057182819747115,0.3494951859416564,-0.07252635323816797,0.33052678344562986,0.05622309603305509,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,6,branch,0.4,0.0,-0.4,0.40707962022821925,0.0,-0.07116501498466021,-0.018968402496026552,0.40707962022821925,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,7,root,0.4,0.0,-0.4,0.6724807820435909,0.010826367807906604,0.16734424769423706,0.010780952998766044,0.6616544142356843,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_14,7,branch,0.4,1.0,0.6,0.6104412260486961,0.33831649337286557,0.10530469169934231,0.338271078563725,0.27212473267583054,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_14,7,branch,0.4,0.0,-0.4,0.49907919408392776,0.2637308890662226,-0.006057340265426037,0.26368547425708205,0.23534830501770515,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,7,branch,0.4,1.0,0.6,0.5982243651051428,0.36334071370072096,0.09308783075578897,0.3632952988915804,0.2348836514044218,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,7,branch,0.4,0.0,-0.4,0.42965468641877175,0.13066100522649812,-0.07548184793058205,0.13061559041735757,0.29899368119227365,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,8,root,0.4,0.0,-0.4,0.5871026365642711,0.19360453074316075,-0.08537814547931977,0.18277816293525415,0.39349810582111033,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,8,branch,0.4,1.0,0.6,0.49795425192252213,0.0,-0.17452653012106872,-0.010826367807906604,0.49795425192252213,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_14,8,branch,0.4,1.0,0.6,0.540951832038488,0.0,-0.1315289500051029,-0.010826367807906604,0.540951832038488,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_14,8,branch,0.4,0.0,-0.4,0.5120590870722175,0.139768905600481,-0.16042169497137337,0.1289425377925744,0.3722901814717365,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,8,branch,0.4,0.0,-0.4,0.5682472898572938,0.3980706606181625,-0.10423349218629707,0.3872442928102559,0.1701766292391313,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_14,9,root,0.4,0.0,-0.4,0.4270582201057264,2.851785371868079e-05,-0.16004441645854467,-0.19357601288944207,0.42702970225200776,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_14,9,branch,0.4,0.0,-0.4,0.5276801913895818,0.0,-0.05942244517468931,-0.19360453074316075,0.5276801913895818,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_14,9,branch,0.4,1.0,0.6,0.5046623279898643,0.15737143405605655,-0.08244030857440676,-0.0362330966871042,0.34729089393380774,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_14,9,branch,0.4,0.0,-0.4,0.47420007118596447,0.1325760594189688,-0.11290256537830662,-0.06102847132419195,0.34162401176699564,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_14,9,branch,0.4,1.0,0.6,0.5632693457993971,0.48350224928148866,-0.02383329076487395,0.2898977185383279,0.07976709651790848,Evidence Appeal,Other,Information Inquiry,Evasion
Qwen3-8B,persona_14,10,root,0.2,0.0,-0.2,0.5270306977250816,0.41459714950897447,0.09997247761935518,0.4145686316552558,0.11243354821610713,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_14,10,branch,0.2,1.0,0.8,0.5613469681784532,0.0,0.13428874807272678,-2.851785371868079e-05,0.5613469681784532,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_14,10,branch,0.2,0.0,-0.2,0.4691795472841358,0.0,0.042121327178409385,-2.851785371868079e-05,0.4691795472841358,Credibility Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_14,10,branch,0.2,0.0,-0.2,0.5685429258745064,0.1384423642018436,0.14148470576877997,0.13841384634812492,0.43010056167266275,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_14,10,branch,0.2,0.0,-0.2,0.39891236351268106,0.3593665511546214,-0.02814585659304536,0.35933803330090275,0.03954581235805965,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_288,2,root,0.0,0.0,0.0,0.48771050085690926,0.643555293029648,0.0,0.0,-0.15584479217273872,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_288,2,branch,0.0,0.0,0.0,0.463785188772478,0.0,0.0,0.0,0.463785188772478,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_288,2,branch,0.0,0.0,0.0,0.5077019529597585,0.0,0.0,0.0,0.5077019529597585,Personal Story,Core Persuasion,Others,Evasion
Qwen3-8B,persona_288,2,branch,0.0,0.0,0.0,0.46590087593105056,0.5021093309881014,0.0,0.0,-0.03620845505705084,Logical Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_288,2,branch,0.0,0.0,0.0,0.5480963441121703,0.3554125642704842,0.0,0.0,0.19268377984168616,Self Modeling,Action Facilitation,Others,Evasion
Qwen3-8B,persona_288,3,root,0.0,0.0,0.0,0.4418715275033429,4.477764127460091e-05,-0.04583897335356635,-0.6435105153883733,0.4418267498620683,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_288,3,branch,0.0,0.0,0.0,0.34592363892425576,0.4400515320232367,-0.1417868619326535,-0.20350376100641127,-0.09412789309898095,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_288,3,branch,0.0,0.0,0.0,0.43893403479799425,0.34909605694708684,-0.048776466058915,-0.29445923608256114,0.08983797785090741,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_288,3,branch,0.0,0.0,0.0,0.34174072020624047,0.0,-0.1459697806506688,-0.643555293029648,0.34174072020624047,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_288,3,branch,0.0,0.0,0.0,0.3779017460099038,0.314089713474022,-0.10980875484700547,-0.329465579555626,0.0638120325358818,Task Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_288,4,root,0.4,0.0,-0.4,0.5294656008349167,0.39128547958566384,0.08759407333157376,0.39124070194438926,0.13818012124925283,Credibility Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_288,4,branch,0.4,1.0,0.6,0.3436261096996461,0.0,-0.09824541780369683,-4.477764127460091e-05,0.3436261096996461,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_288,4,branch,0.4,0.0,-0.4,0.31844964383523267,0.43731973142424374,-0.12342188366811024,0.43727495378296916,-0.11887008758901108,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_288,4,branch,0.4,0.0,-0.4,0.439784168473425,0.38191270105606157,-0.0020873590299179123,0.381867923414787,0.05787146741736343,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_288,4,branch,0.4,1.0,0.6,0.4024829092026737,0.43346002151072005,-0.0393886183006692,0.43341524386944547,-0.03097711230804634,Trust Building,Other,Hesitance,Evasion
Qwen3-8B,persona_288,5,root,0.4,0.0,-0.4,0.5128690394591892,0.22506362558794646,-0.016596561375727514,-0.16622185399771738,0.2878054138712427,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_288,5,branch,0.4,0.0,-0.4,0.5389006348275589,0.10482667920036075,0.009435033992642228,-0.2864588003853031,0.43407395562719814,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_288,5,branch,0.4,1.0,0.6,0.541882121006976,0.2091623281711673,0.012416520172059298,-0.18212315141449653,0.33271979283580866,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_288,5,branch,0.4,0.0,-0.4,0.47022751361432,0.3314236596491225,-0.05923808722059665,-0.05986181993654133,0.1388038539651975,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_288,5,branch,0.4,1.0,0.6,0.4840869953012371,0.25964723907857384,-0.04537860553367956,-0.13163824050709,0.22443975622266327,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_288,6,root,0.0,0.0,0.0,0.4881552592312906,0.0002405500768110789,-0.024713780227898552,-0.22482307551113537,0.48791470915447954,Foot in the Door,Action Facilitation,Self Pity,Defensive
Qwen3-8B,persona_288,6,branch,0.0,0.0,0.0,0.5931142662103615,0.16612393590453178,0.0802452267511723,-0.058939689683414676,0.42699033030582967,Source Related Inquiry,Exploration,Self Pity,Defensive
Qwen3-8B,persona_288,6,branch,0.0,0.0,0.0,0.4987756877661832,0.3759902404315913,-0.014093351693005962,0.15092661484364484,0.1227854473345919,Self Modeling,Action Facilitation,Self Pity,Defensive
Qwen3-8B,persona_288,6,branch,0.0,0.0,0.0,0.5336243709121117,0.5284406926860515,0.02075533145292252,0.3033770670981051,0.00518367822606014,Emotion Appeal,Core Persuasion,Self Pity,Defensive
Qwen3-8B,persona_288,6,branch,0.0,0.0,0.0,0.4244081710702168,0.0,-0.08846086838897238,-0.22506362558794646,0.4244081710702168,Task Related Inquiry,Exploration,Self Pity,Defensive
Qwen3-8B,persona_288,7,root,0.0,0.0,0.0,0.5143361760708044,0.10470326432946019,0.02618091683951379,0.10446271425264911,0.4096329117413442,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_288,7,branch,0.0,0.0,0.0,0.5116963268311308,0.0,0.02354106759984015,-0.0002405500768110789,0.5116963268311308,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_288,7,branch,0.0,0.0,0.0,0.4588107659775032,0.26605261401808855,-0.029344493253787407,0.2658120639412775,0.19275815195941465,Source Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_288,7,branch,0.0,0.0,0.0,0.45543833013545876,0.24558281496982035,-0.03271692909583185,0.24534226489300925,0.2098555151656384,Task Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_288,7,branch,0.0,0.0,0.0,0.592275274827113,0.5295524019171923,0.10412001559582235,0.5293118518403812,0.06272287290992062,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_288,8,root,0.0,0.0,0.0,0.5958824424392024,0.028801214963757624,0.08154626636839801,-0.07590204936570256,0.5670812274754448,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_288,8,branch,0.0,0.0,0.0,0.4477172923972308,0.15737143405605655,-0.0666188836735736,0.05266816972659637,0.2903458583411742,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_288,8,branch,0.0,0.0,0.0,0.5215492874628946,0.05680147437674316,0.0072131113920902434,-0.047901789952717024,0.4647478130861515,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_288,8,branch,0.0,0.0,0.0,0.5470461230216166,0.22846509790521166,0.032709946950812196,0.12376183357575148,0.31858102511640496,Personal Related Inquiry,Exploration,Hesitance,Evasion
